1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238
1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238
1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238
1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238
1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238
1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238
1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238
1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238
1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238
1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238
1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238
1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238
1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238
1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238
1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238
1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238
1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238
1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238
1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238
1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238
1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238
1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238
1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238
1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238
1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238
1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238
1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238
1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238
1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238
1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238
1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238
1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238
1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238
1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238
1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238
1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238
1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238
1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238
1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238
1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238
1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238
1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238
1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238
1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238
1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238
1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238
1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238
1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238
1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238
1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238
1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238
1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238
1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238
1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238
1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238
1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238
1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238
1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238
1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238
1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238
1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238
1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238
1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238
1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238
1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238
1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238
1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238
1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238
1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238
1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238
1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238
1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238
1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238
1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238
1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238
1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238
1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238
1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238
1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238
1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238
1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238
1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238
1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238
1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238
1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238
1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238
1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238
1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238
1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238
1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238
1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238
1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238
1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238
1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238
1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238
1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238
1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238
1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238
1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238
1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238
1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238
1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238
1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238
1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238
1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238
1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238
1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238
1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238
1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238
1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238
1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238
1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238
1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238
1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238
1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238
1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238
1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238
1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238
1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238
1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238
1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238
1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238
1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238
1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238
1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238
1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238
1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238
1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238
1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238
1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238
1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238
1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238
1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238
1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238
1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238
1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238
1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238
1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238
1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238
1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238
1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238
1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238
1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238
1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238
1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238
1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238
1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238
1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238
1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238
1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238
1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238
1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238
1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238
1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238
1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238
1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238
1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238
1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238
1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238
1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238
1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238
1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238
1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238
1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238
1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238
1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238
1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238
1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238
1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238
1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238
1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238 1 	 0 	 0.04744069912609238
